,Title,Directors,Actors,Roles
8790,Spotlight,Tom McCarthy,Colleen Kelly,"Librarian 
  
  
  (uncredited)"
8791,Spotlight,Tom McCarthy,Elena Khan,"Boston Reporter 
  
  
  (uncredited)"
8792,Spotlight,Tom McCarthy,Frantz Louizia,"Master Chef 
  
  
  (uncredited)"
8793,Spotlight,Tom McCarthy,Casey McNeal,"Globe Reporter 
  
  
  (uncredited)"
8794,Spotlight,Tom McCarthy,Jill Morgan,"Passerby 
  
  
  (uncredited)"
8795,Spotlight,Tom McCarthy,Peter Morse,"Cafeteria Patron 
  
  
  (uncredited)"
8796,Spotlight,Tom McCarthy,Josette Oberton,"Girl on School Bus 
  
  
  (uncredited)"
8797,Spotlight,Tom McCarthy,Richard Pacheco,"Boston Globe Reporter /  
            precision driver 
  
  
  (uncredited)"
8798,Spotlight,Tom McCarthy,Sacha Pfeiffer,"Baseball Spectator 
  
  
  (uncredited)"
8799,Spotlight,Tom McCarthy,Stew Replogle,"Neighborhood Parent 
  
  
  (uncredited)"
8800,Spotlight,Tom McCarthy,Walter Robinson,"Baseball Spectator 
  
  
  (uncredited)"
8801,Spotlight,Tom McCarthy,Ariana Ruckle,"Business Woman 
  
  
  (uncredited)"
8802,Spotlight,Tom McCarthy,Mary Jane Brennan Sangiolo,"Red Sox Fan 
  
  
  (uncredited)"
8803,Spotlight,Tom McCarthy,P.J. Stack,"Fenway Fan 
  
  
  (uncredited)"
8804,Spotlight,Tom McCarthy,Michael Steven Swanson,"Red Sox Fan 
  
  
  (uncredited)"
8805,Spotlight,Tom McCarthy,Jami Tennille,"Elaine Carroll 
  
  
  (uncredited)"
8806,Spotlight,Tom McCarthy,George J. Vezina,"Globe Staff 
  
  
  (uncredited)"
8807,Spotlight,Tom McCarthy,Peter Lewis Walsh,"Red Sox Fan 
  
  
  (uncredited)"
8808,Spotlight,Tom McCarthy,Teresa Wilson,"Maureen 
  
  
  (uncredited)"
8809,Under the Silver Lake,David Robert Mitchell,Andrew Garfield,Sam
8810,Under the Silver Lake,David Robert Mitchell,Deborah Geffner,"Mom 
  
  
  (voice)"
8811,Under the Silver Lake,David Robert Mitchell,Riki Lindhome,Actress
8812,Under the Silver Lake,David Robert Mitchell,Chris Gann,Jefferson Sevence
8813,Under the Silver Lake,David Robert Mitchell,Jessica Makinson,Mrs. Sevence
8814,Under the Silver Lake,David Robert Mitchell,Izzie Coffey,Sevence Kid #2
8815,Under the Silver Lake,David Robert Mitchell,Tucker Meek,Sevence Kid #4
8816,Under the Silver Lake,David Robert Mitchell,Stephanie Moore,Brunette Roomate
8817,Under the Silver Lake,David Robert Mitchell,Jackson Gann,Stupid Boy #1
8818,Under the Silver Lake,David Robert Mitchell,Rex Linn,Manager
8819,Under the Silver Lake,David Robert Mitchell,Jules Willcox,Young Drunk Woman
8820,Under the Silver Lake,David Robert Mitchell,Zosia Mamet,Troy
8821,Under the Silver Lake,David Robert Mitchell,Laura-Leigh,"Mae 
  
  
  (as Laura Leigh)"
8822,Under the Silver Lake,David Robert Mitchell,Nicole Disson,Housewife Poet
8823,Under the Silver Lake,David Robert Mitchell,Allie MacDonald,Meek Bride
8824,Under the Silver Lake,David Robert Mitchell,Lola Blanc,Reading Glasses Bride
8825,Under the Silver Lake,David Robert Mitchell,Grace Van Patten,Balloon Girl
8826,Under the Silver Lake,David Robert Mitchell,Cheyenne Haynes,Bathroom Girl #2
8827,Under the Silver Lake,David Robert Mitchell,Jimmi Simpson,Allen
8828,Under the Silver Lake,David Robert Mitchell,Ivy Matheson,Yellow Miniskirt
8829,Under the Silver Lake,David Robert Mitchell,Brittney Parker Rose,"Green Mini Skirt 
  
  
  (as Brittney Rose Hina)"
8830,Under the Silver Lake,David Robert Mitchell,Patrick Fischler,Comic Man
8831,Under the Silver Lake,David Robert Mitchell,Sydney Sweeney,"Shooting Star #2 
  
  
  (as Sydney Sweeny)"
8832,Under the Silver Lake,David Robert Mitchell,John Eddins,Tuxedo Bouncer
8833,Under the Silver Lake,David Robert Mitchell,Guy Nardulli,Door Guard
8834,Under the Silver Lake,David Robert Mitchell,Adam Bartley,Cop
8835,Under the Silver Lake,David Robert Mitchell,June Carryl,Sheriff
8836,Under the Silver Lake,David Robert Mitchell,Kat Purgal,Complimenting Woman
8837,Under the Silver Lake,David Robert Mitchell,Brian Gattas,Gossiping Man
8838,Under the Silver Lake,David Robert Mitchell,Summer Bishil,"EX /  
            Billboard Girl"
8839,Under the Silver Lake,David Robert Mitchell,David Harper,Long Island Wino
8840,Under the Silver Lake,David Robert Mitchell,Shad Roberts,Ugly Art Man
8841,Under the Silver Lake,David Robert Mitchell,Darrel Cherney,Giant Hipster with Giant Beard
8842,Under the Silver Lake,David Robert Mitchell,Ryan Barnett,"Puppeteer 
  
  
  (uncredited)"
8843,Under the Silver Lake,David Robert Mitchell,Nea Dune,"Hipster 
  
  
  (uncredited)"
8844,Under the Silver Lake,David Robert Mitchell,Victoria Gale,"Mini-Skirt Model 
  
  
  (uncredited)"
8845,Under the Silver Lake,David Robert Mitchell,Carolina Hoyos,"Violin Player 
  
  
  (uncredited)"
8846,Under the Silver Lake,David Robert Mitchell,Karen Nitsche,"Owl's Kiss 
  
  
  (uncredited)"
8847,Under the Silver Lake,David Robert Mitchell,Fatimah Taliah,"Bathroom Hipster 
  
  
  (uncredited)"
8848,Under the Silver Lake,David Robert Mitchell,Veya Valentino,"Party Girl 
  
  
  (uncredited)"
8849,Under the Silver Lake,David Robert Mitchell,Ishah Laurah Wright,"Girl on the Rocks 
  
  
  (uncredited)"
8850,Under the Silver Lake,David Robert Mitchell,Wendy Vanden Heuvel,"Topless Bird Woman 
  
  
  (as Wendy Vaden Hueval)"
8851,Under the Silver Lake,David Robert Mitchell,Riley Keough,Sarah
8852,Under the Silver Lake,David Robert Mitchell,Jeannine Cota,"Botox Reporter 
  
  
  (as Jennine Cota)"
8853,Under the Silver Lake,David Robert Mitchell,Callie Hernandez,Millicent Sevence
8854,Under the Silver Lake,David Robert Mitchell,Reese Hartwig,Sevence Kid #1
8855,Under the Silver Lake,David Robert Mitchell,Kayla DiVenere,"Sevence Kid #3 
  
  
  (as Kayla Di Venere)"
8856,Under the Silver Lake,David Robert Mitchell,Sky Elobar,Clerk
8857,Under the Silver Lake,David Robert Mitchell,Sibongile Mlambo,Blonde Roommate
8858,Under the Silver Lake,David Robert Mitchell,Brode Gann,Stupid boy #2
8859,Under the Silver Lake,David Robert Mitchell,Topher Grace,Bar Buddy
8860,Under the Silver Lake,David Robert Mitchell,Rozie Bacchi,Old Drunk Woman
8861,Under the Silver Lake,David Robert Mitchell,Annabelle Dexter-Jones,Fannie
8862,Under the Silver Lake,David Robert Mitchell,Christina Wildes,Bikini Top Hat Girl #1
8863,Under the Silver Lake,David Robert Mitchell,Luke Baines,Jesus
8864,Under the Silver Lake,David Robert Mitchell,Victoria Bruno,Clara Bow Bride
8865,Under the Silver Lake,David Robert Mitchell,Silversun Pickups,Band
8866,Under the Silver Lake,David Robert Mitchell,Millie Atchison,Bathroom Girl #1
8867,Under the Silver Lake,David Robert Mitchell,Elizabeth Hinkler,Bathroom Girl #3
8868,Under the Silver Lake,David Robert Mitchell,Pepi Sonuga,Emerald Beauty
8869,Under the Silver Lake,David Robert Mitchell,Gabrielle Maiden,Blue Miniskirt
8870,Under the Silver Lake,David Robert Mitchell,Oscar Best,Tow Man
8871,Under the Silver Lake,David Robert Mitchell,Bobbi Salvör Menuez,"Shooting Star #1 
  
  
  (as India Menuez)"
8872,Under the Silver Lake,David Robert Mitchell,Greg Wayne,Diamond Grill
8873,Under the Silver Lake,David Robert Mitchell,Mary Cameron Rogers,Record Girl
8874,Under the Silver Lake,David Robert Mitchell,David Yow,Homeless King
8875,Under the Silver Lake,David Robert Mitchell,Jeremy Bobb,Songwriter
8876,Under the Silver Lake,David Robert Mitchell,Mario Diaz,Faceless Party Goer
8877,Under the Silver Lake,David Robert Mitchell,Olivia Fox,Chesty Woman
8878,Under the Silver Lake,David Robert Mitchell,Deven Green,Gossiping Woman
8879,Under the Silver Lake,David Robert Mitchell,Devin Kawaoka,Handsome Man
8880,Under the Silver Lake,David Robert Mitchell,Don McManus,Final Man
8881,Under the Silver Lake,David Robert Mitchell,Jenn An,Cute Art Woman
8882,Under the Silver Lake,David Robert Mitchell,Gaston D'Agrivieri,"Latin Hipster 
  
  
  (uncredited)"
8883,Under the Silver Lake,David Robert Mitchell,Marian Frizelle,"Actress 
  
  
  (uncredited)"
8884,Under the Silver Lake,David Robert Mitchell,Aussie Guevara,"Bikini Top Hat Girl 
  
  
  (uncredited)"
8885,Under the Silver Lake,David Robert Mitchell,James Hurwitz,"Trumpet Player 
  
  
  (uncredited)"
8886,Under the Silver Lake,David Robert Mitchell,Joshua Pabon,"Mesh Club Leader 
  
  
  (uncredited)"
8887,Under the Silver Lake,David Robert Mitchell,Sebastian Vale,"Nightmare Girl 
  
  
  (uncredited)"
8888,Under the Silver Lake,David Robert Mitchell,Loren Vea,"Hipster 
  
  
  (uncredited)"
8889,The Contractor,Tarik Saleh,Chris Pine,James
8890,The Contractor,Tarik Saleh,Sander Thomas,Jack
8891,The Contractor,Tarik Saleh,Dean Ashton,James' Father
8892,The Contractor,Tarik Saleh,Regina Ting Chen,Army Doctor
8893,The Contractor,Tarik Saleh,Cory Scott Allen,LTC Roberts
8894,The Contractor,Tarik Saleh,Ben Foster,Mike
8895,The Contractor,Tarik Saleh,Nicolas Noblitt,Mike Jr.
8896,The Contractor,Tarik Saleh,Nico Woulard,Dave
8897,The Contractor,Tarik Saleh,Malosi Leonard,Ernie
8898,The Contractor,Tarik Saleh,Kiefer Sutherland,Rusty
8899,The Contractor,Tarik Saleh,Nina Hoss,Katia
8900,The Contractor,Tarik Saleh,Amira Casar,Sylvia
8901,The Contractor,Tarik Saleh,Tudor Velio,Olivier
8902,The Contractor,Tarik Saleh,Andrada Corlat,Maggie Bolevska
8903,The Contractor,Tarik Saleh,Cosmin Padureanu,Lab Guard
8904,The Contractor,Tarik Saleh,JD Pardo,Eric
8905,The Contractor,Tarik Saleh,Eddie Marsan,Virgil
8906,The Contractor,Tarik Saleh,Sergei Dmitriev,Sergei
8907,The Contractor,Tarik Saleh,Fluffy Hornstein,Rusty's Dog
8908,The Contractor,Tarik Saleh,Mike Capozzola,"Civilian Contractor 
  
  
  (uncredited)"
8909,The Contractor,Tarik Saleh,Lindsey Clute,"Church Goer 
  
  
  (uncredited)"
8910,The Contractor,Tarik Saleh,King,"Congregation Member 
  
  
  (uncredited)"
8911,The Contractor,Tarik Saleh,Matthew Marsh,"Gray 
  
  
  (uncredited)"
8912,The Contractor,Tarik Saleh,Diane Tavegia,"Mother of Soldier 
  
  
  (uncredited)"
8913,The Contractor,Tarik Saleh,Cathy Wheeler,"Church Goer 
  
  
  (uncredited)"
8914,The Contractor,Tarik Saleh,Gillian Jacobs,Brianne
8915,The Contractor,Tarik Saleh,Toby Dixon,Young James
8916,The Contractor,Tarik Saleh,Dustin Lewis,Pastor
8917,The Contractor,Tarik Saleh,Brian Lafontaine,Captain
8918,The Contractor,Tarik Saleh,Antal Kalik,Tattoo Artist
8919,The Contractor,Tarik Saleh,Tyner Rushing,Christine
8920,The Contractor,Tarik Saleh,Eva Ursescu,Kelly
8921,The Contractor,Tarik Saleh,Tait Fletcher,Dalton
8922,The Contractor,Tarik Saleh,Brandon Melendy,Tito
8923,The Contractor,Tarik Saleh,Bruce Lester-Johnson,"Tired Eyed Man 
  
  
  (as Bruce Lester Johnson)"
8924,The Contractor,Tarik Saleh,Fares Fares,Salim
8925,The Contractor,Tarik Saleh,Aristou Meehan,Yanis
8926,The Contractor,Tarik Saleh,Christian Toma,Ojjeh
8927,The Contractor,Tarik Saleh,George Pistereanu,Carlos
8928,The Contractor,Tarik Saleh,Alexandra Murarus,"Hotel Salvina Concierge 
  
  
  (as Alexandra Marrarus)"
8929,The Contractor,Tarik Saleh,Florian Munteanu,Kauffman
8930,The Contractor,Tarik Saleh,Adina Victorina Christescu,Airport Security
8931,The Contractor,Tarik Saleh,Ms. Wednesday Weld,Rusty's Dog
8932,The Contractor,Tarik Saleh,Gus Fahey,Rusty's Dog
8933,The Contractor,Tarik Saleh,Timothy Carr,"Soldier 
  
  
  (uncredited)"
8934,The Contractor,Tarik Saleh,Chris TC Edge,"Church Actor 
  
  
  (uncredited)"
8935,The Contractor,Tarik Saleh,Alexej Manvelov,"Asset 
  
  
  (uncredited)"
8936,The Contractor,Tarik Saleh,Patti Schellhaas,"Church Goer 
  
  
  (uncredited)"
8937,The Contractor,Tarik Saleh,Jim Tavegia,"Church Goer 
  
  
  (uncredited)"
8938,The Contractor,Tarik Saleh,Jaclyn White,"Church Goer 
  
  
  (uncredited)"
8939,The Man from U.N.C.L.E.,Guy Ritchie,Henry Cavill,Solo
8940,The Man from U.N.C.L.E.,Guy Ritchie,Alicia Vikander,Gaby
8941,The Man from U.N.C.L.E.,Guy Ritchie,Luca Calvani,Alexander
8942,The Man from U.N.C.L.E.,Guy Ritchie,Hugh Grant,Waverly
8943,The Man from U.N.C.L.E.,Guy Ritchie,Christian Berkel,Udo
8944,The Man from U.N.C.L.E.,Guy Ritchie,Guy Williams,Captain Smith
8945,The Man from U.N.C.L.E.,Guy Ritchie,Julian Michael Deuster,Assistant
8946,The Man from U.N.C.L.E.,Guy Ritchie,Riccardo Calvanese,Man 2
8947,The Man from U.N.C.L.E.,Guy Ritchie,David Menkin,Jones
8948,The Man from U.N.C.L.E.,Guy Ritchie,Harry Taurasi,"Mechanic 
  
  
  (as Cesare Taurasi)"
8949,The Man from U.N.C.L.E.,Guy Ritchie,Francesco De Vito,Night Manager
8950,The Man from U.N.C.L.E.,Guy Ritchie,Simona Caparrini,Contessa
8951,The Man from U.N.C.L.E.,Guy Ritchie,Alexander Ananasso,"Italian Guard 
  
  
  (as Alessandro Ananasso)"
8952,The Man from U.N.C.L.E.,Guy Ritchie,Gabriel Lo Giudice,"Italian Playboy 1 
  
  
  (as Gabriel Farnese)"
8953,The Man from U.N.C.L.E.,Guy Ritchie,Michael Peluso,Italian Playboy 3
8954,The Man from U.N.C.L.E.,Guy Ritchie,Sergio Marini,Guard
8955,The Man from U.N.C.L.E.,Guy Ritchie,Gordon Alexander,"Vinciguerra Elite Guard 
  
  
  (uncredited)"
8956,The Man from U.N.C.L.E.,Guy Ritchie,Lasco Atkins,"Italian Policeman 
  
  
  (uncredited)"
8957,The Man from U.N.C.L.E.,Guy Ritchie,Nicolas Bosc,"Italian Policeman 
  
  
  (uncredited)"
8958,The Man from U.N.C.L.E.,Guy Ritchie,Vivien Bridson,"East German Woman 
  
  
  (uncredited)"
8959,The Man from U.N.C.L.E.,Guy Ritchie,Arpit Chaudhary,"Guest 
  
  
  (uncredited)"
8960,The Man from U.N.C.L.E.,Guy Ritchie,Bern Collaço,"Italian Police Officer 
  
  
  (uncredited)"
8961,The Man from U.N.C.L.E.,Guy Ritchie,Pamela Betsy Cooper,"German Lady 
  
  
  (uncredited)"
8962,The Man from U.N.C.L.E.,Guy Ritchie,Graham Curry,"US Military Police 
  
  
  (uncredited)"
8963,The Man from U.N.C.L.E.,Guy Ritchie,Gary Douglas,"Italian Policeman 
  
  
  (uncredited)"
8964,The Man from U.N.C.L.E.,Guy Ritchie,Guinevere Edwards,"Extra 
  
  
  (uncredited)"
8965,The Man from U.N.C.L.E.,Guy Ritchie,Susan Gillias,"Shop Assistant 2 
  
  
  (uncredited)"
8966,The Man from U.N.C.L.E.,Guy Ritchie,Craig Goult,"Helicopter Pilot 
  
  
  (uncredited)"
8967,The Man from U.N.C.L.E.,Guy Ritchie,James Henri-Thomas,"Race Guest 
  
  
  (uncredited)"
8968,The Man from U.N.C.L.E.,Guy Ritchie,John Hiorns,"Helicopter Pilot 
  
  
  (uncredited)"
8969,The Man from U.N.C.L.E.,Guy Ritchie,Philip Howard,"Guest 
  
  
  (uncredited)"
8970,The Man from U.N.C.L.E.,Guy Ritchie,John F. Kennedy,"Self 
  
  
  (archive footage) (uncredited)"
8971,The Man from U.N.C.L.E.,Guy Ritchie,Jefferson King,"Navy Officer 
  
  
  (uncredited)"
8972,The Man from U.N.C.L.E.,Guy Ritchie,Klemens Koehring,"Berlin Police Announcer 
  
  
  (voice) (uncredited)"
8973,The Man from U.N.C.L.E.,Guy Ritchie,Ross Learoyd,"VIP Guest 
  
  
  (uncredited)"
8974,The Man from U.N.C.L.E.,Guy Ritchie,Mickey Lewis,"Helicopter Navigator 
  
  
  (uncredited)"
8975,The Man from U.N.C.L.E.,Guy Ritchie,Grayson James Matthews,"Missile Technician 
  
  
  (uncredited)"
8976,The Man from U.N.C.L.E.,Guy Ritchie,Yoni Nadav,"Young Napoleon Solo 
  
  
  (uncredited)"
8977,The Man from U.N.C.L.E.,Guy Ritchie,Hugh O'Brien,"KGB Agent 
  
  
  (uncredited)"
8978,The Man from U.N.C.L.E.,Guy Ritchie,Ed Pearce,"KGB Agent 
  
  
  (uncredited)"
8979,The Man from U.N.C.L.E.,Guy Ritchie,Mike Pinfield,"East Berlin Taxi Driver 
  
  
  (uncredited)"
8980,The Man from U.N.C.L.E.,Guy Ritchie,James Michael Rankin,"US Soldier Wilson 
  
  
  (uncredited)"
8981,The Man from U.N.C.L.E.,Guy Ritchie,Luca Ribezzo,"Roman Gentlemen 
  
  
  (uncredited)"
8982,The Man from U.N.C.L.E.,Guy Ritchie,Julio Romeo,"Harbor Worker 
  
  
  (uncredited)"
8983,The Man from U.N.C.L.E.,Guy Ritchie,Sam Shoubber,"Italian Armed Guard 
  
  
  (uncredited)"
8984,The Man from U.N.C.L.E.,Guy Ritchie,Danny Vardanian,"Italian Policeman 
  
  
  (uncredited)"
8985,The Man from U.N.C.L.E.,Guy Ritchie,Brian Wernham,"Sleazy Bar Manager 
  
  
  (uncredited)"
8986,The Man from U.N.C.L.E.,Guy Ritchie,Anick Wiget,"KGB Agent 
  
  
  (uncredited)"
8987,The Man from U.N.C.L.E.,Guy Ritchie,Ekaterina Zalitko,"Pit Girl 
  
  
  (uncredited)"
8988,The Man from U.N.C.L.E.,Guy Ritchie,Armie Hammer,Illya
8989,The Man from U.N.C.L.E.,Guy Ritchie,Elizabeth Debicki,Victoria
8990,The Man from U.N.C.L.E.,Guy Ritchie,Sylvester Groth,Uncle Rudi
8991,The Man from U.N.C.L.E.,Guy Ritchie,Jared Harris,Sanders
8992,The Man from U.N.C.L.E.,Guy Ritchie,Misha Kuznetsov,Oleg
8993,The Man from U.N.C.L.E.,Guy Ritchie,Marianna Di Martino,Desk Clerk
8994,The Man from U.N.C.L.E.,Guy Ritchie,Andrea Cagliesi,Fishing Captain
8995,The Man from U.N.C.L.E.,Guy Ritchie,Peter Stark,Guard (Checkpoint)
8996,The Man from U.N.C.L.E.,Guy Ritchie,Pablo Scola,Harbourmaster
8997,The Man from U.N.C.L.E.,Guy Ritchie,Riccardo Flammini,Man 1
8998,The Man from U.N.C.L.E.,Guy Ritchie,Luca Della Valle,Security Guard
8999,The Man from U.N.C.L.E.,Guy Ritchie,David Beckham,Projectionist
9000,The Man from U.N.C.L.E.,Guy Ritchie,Joana Metrass,Victoria's Assistant
9001,The Man from U.N.C.L.E.,Guy Ritchie,Elbio Bonsaglio,Italian Playboy 2
9002,The Man from U.N.C.L.E.,Guy Ritchie,Alan Turkington,Lead Policeman
9003,The Man from U.N.C.L.E.,Guy Ritchie,Rubi Ali,"The Maid 
  
  
  (uncredited)"
9004,The Man from U.N.C.L.E.,Guy Ritchie,Nic Bernasconi,"Race Guest 
  
  
  (uncredited)"
9005,The Man from U.N.C.L.E.,Guy Ritchie,Alexander Bracq,"East German Guard 
  
  
  (uncredited)"
9006,The Man from U.N.C.L.E.,Guy Ritchie,Max Cavenham,"Triton Guard 
  
  
  (uncredited)"
9007,The Man from U.N.C.L.E.,Guy Ritchie,Winston Churchill,"Self 
  
  
  (archive footage) (uncredited)"
9008,The Man from U.N.C.L.E.,Guy Ritchie,Trevor Comber,"Special Boat Service 
  
  
  (uncredited)"
9009,The Man from U.N.C.L.E.,Guy Ritchie,Gioacchino Jim Cuffaro,"Pit Manager 
  
  
  (uncredited)"
9010,The Man from U.N.C.L.E.,Guy Ritchie,Michael Dickins,"London Cafe Customer 
  
  
  (uncredited)"
9011,The Man from U.N.C.L.E.,Guy Ritchie,Amanda Edwards,"Italian Race Guest 
  
  
  (uncredited)"
9012,The Man from U.N.C.L.E.,Guy Ritchie,Dave Evans,"SBS Sniper 
  
  
  (uncredited)"
9013,The Man from U.N.C.L.E.,Guy Ritchie,Dave Goshorn,"SBS Officer 
  
  
  (uncredited)"
9014,The Man from U.N.C.L.E.,Guy Ritchie,Alexander Hathaway,"Italian Police 
  
  
  (uncredited)"
9015,The Man from U.N.C.L.E.,Guy Ritchie,George Hewer,"Countess's Race Guest 
  
  
  (uncredited)"
9016,The Man from U.N.C.L.E.,Guy Ritchie,Adolf Hitler,"Self 
  
  
  (archive footage) (uncredited)"
9017,The Man from U.N.C.L.E.,Guy Ritchie,Sayed Kassem,"Egyptian General 
  
  
  (uncredited)"
9018,The Man from U.N.C.L.E.,Guy Ritchie,Andrea Kerry,"Party Guest 
  
  
  (uncredited)"
9019,The Man from U.N.C.L.E.,Guy Ritchie,Hrvoje Klecz,"Agent 
  
  
  (uncredited)"
9020,The Man from U.N.C.L.E.,Guy Ritchie,Jimena Larraguivel,"Partygoer 
  
  
  (uncredited)"
9021,The Man from U.N.C.L.E.,Guy Ritchie,Jorge Leon,"Vinciguerra Elite Guard 
  
  
  (uncredited)"
9022,The Man from U.N.C.L.E.,Guy Ritchie,Christopher Michael J. Marsh,"East German Guard 
  
  
  (uncredited)"
9023,The Man from U.N.C.L.E.,Guy Ritchie,Stuart Matthews,"Airfield Ground Crew 
  
  
  (uncredited)"
9024,The Man from U.N.C.L.E.,Guy Ritchie,Claudia Newman,"German Shopper 
  
  
  (uncredited)"
9025,The Man from U.N.C.L.E.,Guy Ritchie,Lazaros Pasdekis,"KGB Agent 
  
  
  (uncredited)"
9026,The Man from U.N.C.L.E.,Guy Ritchie,Gino Picciano,"Chef 
  
  
  (uncredited)"
9027,The Man from U.N.C.L.E.,Guy Ritchie,Antonio Piras,"Marine Worker 
  
  
  (uncredited)"
9028,The Man from U.N.C.L.E.,Guy Ritchie,Anthony Ray,"CIA Agent 
  
  
  (uncredited)"
9029,The Man from U.N.C.L.E.,Guy Ritchie,David G. Robinson,"Sergeant U.S. Military Police 
  
  
  (uncredited)"
9030,The Man from U.N.C.L.E.,Guy Ritchie,Christopher Sciueref,"Colonel Massid 
  
  
  (uncredited)"
9031,The Man from U.N.C.L.E.,Guy Ritchie,Daniel Tyler-Smith,"Radio Operator 
  
  
  (uncredited)"
9032,The Man from U.N.C.L.E.,Guy Ritchie,Natasha Ward,"Girl in Park 
  
  
  (uncredited)"
9033,The Man from U.N.C.L.E.,Guy Ritchie,Daniel Westwood,"Italian Armed Guard 
  
  
  (uncredited)"
9034,The Man from U.N.C.L.E.,Guy Ritchie,Ben Wright,"The Unit 
  
  
  (uncredited)"
9035,Transformers: Dark of the Moon,Michael Bay,Shia LaBeouf,Sam Witwicky
9036,Transformers: Dark of the Moon,Michael Bay,Josh Duhamel,Lennox
9037,Transformers: Dark of the Moon,Michael Bay,Tyrese Gibson,Epps
9038,Transformers: Dark of the Moon,Michael Bay,Frances McDormand,Mearing
9039,Transformers: Dark of the Moon,Michael Bay,Kevin Dunn,Ron Witwicky
9040,Transformers: Dark of the Moon,Michael Bay,Alan Tudyk,Dutch
9041,Transformers: Dark of the Moon,Michael Bay,Glenn Morshower,General Morshower
9042,Transformers: Dark of the Moon,Michael Bay,Buzz Aldrin,Buzz Aldrin
9043,Transformers: Dark of the Moon,Michael Bay,Ravil Isyanov,Voshkod
9044,Transformers: Dark of the Moon,Michael Bay,Markiss McFadden,"Lennox Team 'Baby Face' 
  
  
  (as Markiss McFadden Jr.)"
9045,Transformers: Dark of the Moon,Michael Bay,Ajay James,Lennox Team 'Atroui'
9046,Transformers: Dark of the Moon,Michael Bay,Chris A. Robinson,"Lennox Team 'Bruno' 
  
  
  (as Chris Robinson)"
9047,Transformers: Dark of the Moon,Michael Bay,James D. Weston II,"Lennox Team 'Tuens' 
  
  
  (as James Weston II)"
9048,Transformers: Dark of the Moon,Michael Bay,Aaron Garrido,Epps Team 'Mongo'
9049,Transformers: Dark of the Moon,Michael Bay,Kenny Sheard,Epps Team 'Marc L'
9050,Transformers: Dark of the Moon,Michael Bay,Keiko Agena,Mearing's Aide
9051,Transformers: Dark of the Moon,Michael Bay,Yasen Peyankov,Voshkod Associate
9052,Transformers: Dark of the Moon,Michael Bay,John H. Tobin,"President Nixon 
  
  
  (as John Tobin)"
9053,Transformers: Dark of the Moon,Michael Bay,Patrick Pankhurst,Director of NASA
9054,Transformers: Dark of the Moon,Michael Bay,Tom Virtue,Black Ops NASA Technician (1969)
9055,Transformers: Dark of the Moon,Michael Bay,Kevin Sizemore,Black Ops NASA Technician (1969)
9056,Transformers: Dark of the Moon,Michael Bay,Michael Daniel Cassady,NASA Launch Technician (1969)
9057,Transformers: Dark of the Moon,Michael Bay,Don Jeanes,Neil Armstrong (1969)
9058,Transformers: Dark of the Moon,Michael Bay,Lindsey Ginter,Old NASA Scientist
9059,Transformers: Dark of the Moon,Michael Bay,Mitch Bromwell,NASA Technician
9060,Transformers: Dark of the Moon,Michael Bay,Eugene Alper,Cosmonaut Yuri
9061,Transformers: Dark of the Moon,Michael Bay,Zoran Radanovich,Russian Bouncer
9062,Transformers: Dark of the Moon,Michael Bay,Annie O'Donnell,Human Resources Lady
9063,Transformers: Dark of the Moon,Michael Bay,Ken Takemoto,Japanese Executive
9064,Transformers: Dark of the Moon,Michael Bay,Mindy Sterling,Female Insurance Agent
9065,Transformers: Dark of the Moon,Michael Bay,Andy Daly,Mailroom Worker
9066,Transformers: Dark of the Moon,Michael Bay,Leidy Mazo,Mailroom Worker
9067,Transformers: Dark of the Moon,Michael Bay,Katherine Sigismund,Accuretta Worker
9068,Transformers: Dark of the Moon,Michael Bay,Darren O'Hare,Berated Scientist
9069,Transformers: Dark of the Moon,Michael Bay,Rich Hutchman,Engineer
9070,Transformers: Dark of the Moon,Michael Bay,Charlotte Labadie,Engineer's Daughter
9071,Transformers: Dark of the Moon,Michael Bay,Jennifer Williams,Dylan's Assistant
9072,Transformers: Dark of the Moon,Michael Bay,Danny McCarthy,NEST Guard
9073,Transformers: Dark of the Moon,Michael Bay,Peter A Kelly,"NEST Guard 
  
  
  (as Peter A. Kelly)"
9074,Transformers: Dark of the Moon,Michael Bay,Sean Murphy,SEAL
9075,Transformers: Dark of the Moon,Michael Bay,Luis Echagarruga,SEAL
9076,Transformers: Dark of the Moon,Michael Bay,Anthony Azizi,Lt. Sulimani
9077,Transformers: Dark of the Moon,Michael Bay,Mark Ryan,Military Drone Operator
9078,Transformers: Dark of the Moon,Michael Bay,Jay Gates,DC Mall Reporter
9079,Transformers: Dark of the Moon,Michael Bay,Bonecrusher the Mastiff,"Bones the Mastiff 
  
  
  (as Bonecrusher)"
9080,Transformers: Dark of the Moon,Michael Bay,Hugo Weaving,"Megatron 
  
  
  (voice)"
9081,Transformers: Dark of the Moon,Michael Bay,Jess Harnell,"Ironhide 
  
  
  (voice)"
9082,Transformers: Dark of the Moon,Michael Bay,Robert Foxworth,"Ratchet 
  
  
  (voice)"
9083,Transformers: Dark of the Moon,Michael Bay,Francesco Quinn,"Dino 
  
  
  (voice)"
9084,Transformers: Dark of the Moon,Michael Bay,Tom Kenny,"Wheelie 
  
  
  (voice)"
9085,Transformers: Dark of the Moon,Michael Bay,Frank Welker,"Shockwave /  
            Soundwave 
  
  
  (voice)"
